0:0.000010	1:0.000010	2:0.000010	3:0.000010	4:0.000010	5:0.000010	6:0.004475	7:0.000010	8:0.004845	9:0.000010	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.000010	17:0.000010	18:0.000010	19:0.000010	20:0.000010	21:0.000010	22:0.000010	23:0.000010	24:0.000010	25:0.000010	26:0.000010	27:0.000010	28:0.000010	29:0.000010	30:0.000010	31:0.000010	32:0.000010	33:0.000010	34:0.000010	35:0.002158	36:0.000010	37:0.000010	38:0.000010	39:0.004056	40:0.000010	41:0.000010	42:0.000010	43:0.000010	44:0.000010	45:0.000010	46:0.000094	47:0.000010	48:0.000010	49:0.000010	
0:0.000010	1:0.000010	2:0.000010	3:0.000010	4:0.000010	5:0.000010	6:0.016081	7:0.000010	8:0.000070	9:0.000010	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.000010	17:0.000010	18:0.000010	19:0.000010	20:0.000010	21:0.000010	22:0.000010	23:0.000010	24:0.000010	25:0.000010	26:0.000010	27:0.000010	28:0.000010	29:0.000010	30:0.000016	31:0.000010	32:0.000010	33:0.000010	34:0.000010	35:0.000713	36:0.000010	37:0.000010	38:0.000010	39:0.000010	40:0.000010	41:0.000010	42:0.000010	43:0.000010	44:0.000010	45:0.000010	46:0.013210	47:0.000010	48:0.000010	49:0.000010	
0:0.000010	1:0.000094	2:0.001675	3:0.000010	4:0.000010	5:0.000431	6:0.000177	7:0.000010	8:0.000010	9:0.000010	10:0.000568	11:0.000010	12:0.000373	13:0.000010	14:0.000010	15:0.000010	16:0.000937	17:0.000010	18:0.000010	19:0.000010	20:0.000010	21:0.000010	22:0.001128	23:0.000018	24:0.002246	25:0.000010	26:0.000591	27:0.000010	28:0.000010	29:0.000128	30:0.000010	31:0.000703	32:0.001398	33:0.000010	34:0.000020	35:0.000010	36:0.000010	37:0.000010	38:0.000010	39:0.000010	40:0.000010	41:0.000010	42:0.000142	43:0.000465	44:0.000010	45:0.000010	46:0.000010	47:0.000010	48:0.000010	49:0.000010	
0:0.000299	1:0.000010	2:0.000169	3:0.000714	4:0.000010	5:0.000010	6:0.001450	7:0.000123	8:0.000010	9:0.003976	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.009074	17:0.000010	18:0.000010	19:0.003207	20:0.000010	21:0.000010	22:0.000010	23:0.003450	24:0.000010	25:0.000172	26:0.000010	27:0.000010	28:0.000010	29:0.000810	30:0.000010	31:0.000010	32:0.000010	33:0.008275	34:0.000010	35:0.000010	36:0.000010	37:0.000049	38:0.000010	39:0.000096	40:0.000010	41:0.000240	42:0.000010	43:0.000010	44:0.008615	45:0.000010	46:0.000010	47:0.000010	48:0.000915	49:0.001979	
0:0.018851	1:0.000010	2:0.000010	3:0.001515	4:0.000010	5:0.000010	6:0.028392	7:0.000010	8:0.015126	9:0.000180	10:0.018320	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.000010	17:0.059541	18:0.000010	19:0.013889	20:0.000010	21:0.000010	22:0.000010	23:0.001801	24:0.000010	25:0.017231	26:0.000118	27:0.008801	28:0.001509	29:0.000010	30:0.001288	31:0.000010	32:0.000014	33:0.000010	34:0.000010	35:0.000010	36:0.033558	37:0.000010	38:0.000010	39:0.047562	40:0.000156	41:0.000018	42:0.003568	43:0.000010	44:0.068966	45:0.000010	46:0.000195	47:0.000094	48:0.101786	49:0.000010	
0:0.000014	1:0.000010	2:0.000010	3:0.000010	4:0.000010	5:0.000010	6:0.000010	7:0.000010	8:0.000010	9:0.001601	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.000010	17:0.000010	18:0.000010	19:0.000209	20:0.000010	21:0.000010	22:0.000010	23:0.000010	24:0.000194	25:0.000252	26:0.000357	27:0.000010	28:0.000049	29:0.000010	30:0.000010	31:0.000010	32:0.000010	33:0.000010	34:0.000010	35:0.000010	36:0.000010	37:0.000010	38:0.003551	39:0.000265	40:0.001281	41:0.000010	42:0.000010	43:0.000010	44:0.003046	45:0.000010	46:0.000010	47:0.005939	48:0.000010	49:0.000010	
0:0.000010	1:0.000010	2:0.000010	3:0.000010	4:0.000010	5:0.000010	6:0.000010	7:0.000010	8:0.000010	9:0.000010	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.000010	17:0.000010	18:0.000010	19:0.000010	20:0.000010	21:0.000010	22:0.000010	23:0.000010	24:0.000010	25:0.000010	26:0.000010	27:0.000010	28:0.000010	29:0.000010	30:0.000010	31:0.000010	32:0.000010	33:0.000010	34:0.000010	35:0.000010	36:0.000010	37:0.000010	38:0.000010	39:0.099454	40:0.000010	41:0.000010	42:0.000010	43:0.000010	44:0.000010	45:0.000010	46:0.000010	47:0.000010	48:0.000010	49:0.000010	
0:0.001163	1:0.000010	2:0.000361	3:0.000010	4:0.002582	5:0.000010	6:0.000010	7:0.000010	8:0.000010	9:0.000032	10:0.000010	11:0.000010	12:0.000010	13:0.002210	14:0.000010	15:0.000010	16:0.000010	17:0.000010	18:0.000010	19:0.000010	20:0.000010	21:0.000010	22:0.000010	23:0.000010	24:0.000010	25:0.000010	26:0.000010	27:0.007971	28:0.003224	29:0.000010	30:0.000010	31:0.000010	32:0.000010	33:0.000010	34:0.000010	35:0.003605	36:0.004607	37:0.000055	38:0.000010	39:0.000010	40:0.000010	41:0.000010	42:0.000010	43:0.000010	44:0.000010	45:0.000010	46:0.000010	47:0.000010	48:0.000010	49:0.000010	
0:0.000010	1:0.000010	2:0.000010	3:0.003932	4:0.004027	5:0.000010	6:0.000010	7:0.000010	8:0.000010	9:0.000010	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.000010	17:0.000010	18:0.000010	19:0.000010	20:0.000010	21:0.000010	22:0.000010	23:0.000010	24:0.000010	25:0.000010	26:0.000010	27:0.000010	28:0.000010	29:0.000010	30:0.000010	31:0.000010	32:0.000010	33:0.000010	34:0.000010	35:0.000010	36:0.002123	37:0.000010	38:0.002648	39:0.000086	40:0.000010	41:0.000010	42:0.000010	43:0.005143	44:0.000010	45:0.000010	46:0.000010	47:0.000010	48:0.000010	49:0.000369	
0:0.000010	1:0.000010	2:0.000157	3:0.000010	4:0.000010	5:0.000079	6:0.001030	7:0.000010	8:0.000010	9:0.000010	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.002010	17:0.000010	18:0.000424	19:0.000010	20:0.000010	21:0.000010	22:0.000010	23:0.002538	24:0.002348	25:0.000010	26:0.000010	27:0.000010	28:0.000010	29:0.000010	30:0.001066	31:0.000010	32:0.000010	33:0.000410	34:0.000010	35:0.000010	36:0.000064	37:0.000010	38:0.000010	39:0.000347	40:0.000010	41:0.000010	42:0.000010	43:0.000010	44:0.000010	45:0.000010	46:0.004025	47:0.000010	48:0.000010	49:0.000010	
0:0.000010	1:0.000010	2:0.000010	3:0.000083	4:0.002339	5:0.000955	6:0.000010	7:0.006601	8:0.000624	9:0.000010	10:0.000010	11:0.000010	12:0.000874	13:0.000010	14:0.000010	15:0.003381	16:0.000010	17:0.000010	18:0.000010	19:0.000010	20:0.002964	21:0.000010	22:0.000010	23:0.000010	24:0.002806	25:0.002820	26:0.000010	27:0.000010	28:0.000102	29:0.001034	30:0.000010	31:0.000010	32:0.000010	33:0.000043	34:0.000010	35:0.003341	36:0.003410	37:0.000010	38:0.002558	39:0.000010	40:0.000010	41:0.000010	42:0.000010	43:0.003466	44:0.000010	45:0.000807	46:0.000010	47:0.000010	48:0.000014	49:0.000690	
0:0.000466	1:0.000010	2:0.000010	3:0.000010	4:0.000010	5:0.000010	6:0.000425	7:0.000010	8:0.000010	9:0.000010	10:0.000010	11:0.004793	12:0.000010	13:0.000010	14:0.000086	15:0.000010	16:0.000010	17:0.000010	18:0.000010	19:0.002017	20:0.000010	21:0.000010	22:0.000010	23:0.001593	24:0.000010	25:0.000010	26:0.000010	27:0.001157	28:0.000010	29:0.000010	30:0.000010	31:0.000011	32:0.000010	33:0.000632	34:0.000010	35:0.000010	36:0.000010	37:0.000010	38:0.000010	39:0.000021	40:0.000045	41:0.000018	42:0.000010	43:0.000010	44:0.000010	45:0.000010	46:0.000010	47:0.000010	48:0.000010	49:0.000010	
0:0.000329	1:0.000010	2:0.001587	3:0.000010	4:0.000010	5:0.000010	6:0.000010	7:0.000010	8:0.000010	9:0.000283	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.010375	15:0.000010	16:0.000010	17:0.000010	18:0.000010	19:0.000010	20:0.000010	21:0.000010	22:0.000383	23:0.003309	24:0.000010	25:0.000010	26:0.000010	27:0.000472	28:0.000010	29:0.000010	30:0.000010	31:0.000010	32:0.000010	33:0.000010	34:0.000010	35:0.000010	36:0.000010	37:0.002506	38:0.000010	39:0.000010	40:0.000010	41:0.000010	42:0.000010	43:0.000010	44:0.000010	45:0.000010	46:0.000010	47:0.000010	48:0.000010	49:0.000010	
0:0.000010	1:0.000010	2:0.000010	3:0.000010	4:0.000010	5:0.000010	6:0.000010	7:0.000010	8:0.000010	9:0.000010	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.000010	17:0.000010	18:0.000010	19:0.000010	20:0.000010	21:0.000010	22:0.000010	23:0.000010	24:0.000010	25:0.000010	26:0.000010	27:0.000010	28:0.000010	29:0.000010	30:0.000010	31:0.000010	32:0.000010	33:0.000010	34:0.000010	35:0.000010	36:0.000010	37:0.000010	38:0.000010	39:0.000010	40:0.167331	41:0.000010	42:0.000010	43:0.000010	44:0.000010	45:0.000010	46:0.000010	47:0.000010	48:0.000010	49:0.000010	
0:0.000010	1:0.000010	2:0.001692	3:0.000959	4:0.000010	5:0.000010	6:0.000010	7:0.001233	8:0.000385	9:0.003226	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.000010	17:0.000119	18:0.000010	19:0.000010	20:0.000010	21:0.000010	22:0.000010	23:0.000010	24:0.000010	25:0.000048	26:0.000010	27:0.002569	28:0.000010	29:0.000010	30:0.000010	31:0.000010	32:0.000010	33:0.000010	34:0.000010	35:0.000010	36:0.000010	37:0.000010	38:0.000122	39:0.000010	40:0.000010	41:0.000010	42:0.000010	43:0.004419	44:0.000010	45:0.000010	46:0.000010	47:0.000010	48:0.000010	49:0.000010	
0:0.000030	1:0.000010	2:0.000010	3:0.001094	4:0.000010	5:0.000010	6:0.001621	7:0.000010	8:0.000010	9:0.000010	10:0.000010	11:0.005135	12:0.001491	13:0.000010	14:0.006425	15:0.000010	16:0.000010	17:0.001951	18:0.000010	19:0.000010	20:0.000010	21:0.000010	22:0.000010	23:0.000142	24:0.000089	25:0.003809	26:0.000171	27:0.000010	28:0.000010	29:0.001726	30:0.000010	31:0.000010	32:0.000010	33:0.000010	34:0.000010	35:0.007877	36:0.000010	37:0.000010	38:0.000080	39:0.003508	40:0.002543	41:0.000010	42:0.000010	43:0.000010	44:0.000010	45:0.000010	46:0.000010	47:0.000010	48:0.000010	49:0.000010	
0:0.000010	1:0.009475	2:0.000010	3:0.000025	4:0.000010	5:0.000010	6:0.000010	7:0.000010	8:0.000010	9:0.000010	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.000010	17:0.000010	18:0.000010	19:0.000010	20:0.000010	21:0.010552	22:0.000010	23:0.000010	24:0.000010	25:0.000010	26:0.000010	27:0.000010	28:0.000010	29:0.000010	30:0.000010	31:0.009681	32:0.000010	33:0.000010	34:0.000010	35:0.000010	36:0.002039	37:0.000010	38:0.000010	39:0.000010	40:0.000010	41:0.000010	42:0.000010	43:0.000010	44:0.000010	45:0.000010	46:0.000831	47:0.000010	48:0.000010	49:0.000010	
0:0.000010	1:0.000010	2:0.000010	3:0.000010	4:0.000190	5:0.000010	6:0.000637	7:0.000010	8:0.000010	9:0.000063	10:0.000010	11:0.000010	12:0.000010	13:0.000010	14:0.000010	15:0.000010	16:0.000010	17:0.000010	18:0.000010	19:0.000823	20:0.000059	21:0.000010	22:0.000010	23:0.001060	24:0.000010	25:0.000045	26:0.000010	27:0.000010	28:0.000010	29:0.000010	30:0.000010	31:0.000010	32:0.000010	33:0.000010	34:0.000010	35:0.000639	36:0.000010	37:0.000010	38:0.000010	39:0.001497	40:0.000012	41:0.000020	42:0.000010	43:0.000010	44:0.000010	45:0.000010	46:0.000033	47:0.001585	48:0.001205	49:0.003491	
